id,word_id,kanji_id,created_at,kanji_meaning_in_word,updated_at
630,233,279,2026-07-11T13:40:33.314941+00:00,"introduction, primer",2026-07-11T13:40:33.314941+00:00
631,1060,263,2026-07-11T13:40:33.314941+00:00,letter (written),2026-07-11T13:40:33.314941+00:00
632,670,223,2026-07-11T13:40:33.314941+00:00,sisters,2026-07-11T13:40:33.314941+00:00
633,477,42,2026-07-11T13:40:33.314941+00:00,"scenery, view",2026-07-11T13:40:33.314941+00:00
634,237,261,2026-07-11T13:40:33.314941+00:00,budget,2026-07-11T13:40:33.314941+00:00
635,857,256,2026-07-11T13:40:33.314941+00:00,"first, best, most",2026-07-11T13:40:33.314941+00:00
636,725,265,2026-07-11T13:40:33.314941+00:00,picture book,2026-07-11T13:40:33.314941+00:00
637,758,276,2026-07-11T13:40:33.314941+00:00,last week,2026-07-11T13:40:33.314941+00:00
638,707,210,2026-07-11T13:40:33.314941+00:00,half,2026-07-11T13:40:33.314941+00:00
639,805,219,2026-07-11T13:40:33.314941+00:00,voice,2026-07-11T13:40:33.314941+00:00
640,729,221,2026-07-11T13:40:33.314941+00:00,"overseas, abroad",2026-07-11T13:40:33.314941+00:00
641,784,213,2026-07-11T13:40:33.314941+00:00,friend (formal),2026-07-11T13:40:33.314941+00:00
642,471,249,2026-07-11T13:40:33.314941+00:00,"activity, action",2026-07-11T13:40:33.314941+00:00
643,727,232,2026-07-11T13:40:33.314941+00:00,"siblings, brothers",2026-07-11T13:40:33.314941+00:00
644,373,237,2026-07-11T13:40:33.314941+00:00,"talent, ability, gift",2026-07-11T13:40:33.314941+00:00
645,565,270,2026-07-11T13:40:33.314941+00:00,Kansai region,2026-07-11T13:40:33.314941+00:00
646,552,340,2026-07-11T13:41:27.060786+00:00,"relationship, connection, relevance",2026-07-11T13:41:27.060786+00:00
647,1153,300,2026-07-11T13:41:27.060786+00:00,to come,2026-07-11T13:41:27.060786+00:00
648,856,310,2026-07-11T13:41:27.060786+00:00,"word, language, expression",2026-07-11T13:41:27.060786+00:00
649,1160,308,2026-07-11T13:41:27.060786+00:00,"to listen, to hear, to ask",2026-07-11T13:41:27.060786+00:00
650,265,295,2026-07-11T13:41:27.060786+00:00,"this time, now",2026-07-11T13:41:27.060786+00:00
651,694,294,2026-07-11T13:41:27.060786+00:00,"case, situation, occasion",2026-07-11T13:41:27.060786+00:00
652,350,319,2026-07-11T13:41:27.060786+00:00,"accident, incident",2026-07-11T13:41:27.060786+00:00
653,1165,303,2026-07-11T13:41:27.060786+00:00,to walk,2026-07-11T13:41:27.060786+00:00
654,1225,298,2026-07-11T13:41:27.060786+00:00,to count,2026-07-11T13:41:27.060786+00:00
655,364,336,2026-07-11T13:41:27.060786+00:00,"both, both sides",2026-07-11T13:41:27.060786+00:00
656,553,315,2026-07-11T13:41:27.060786+00:00,commuting to school,2026-07-11T13:41:27.060786+00:00
657,1204,305,2026-07-11T13:41:27.060786+00:00,"to know, to learn",2026-07-11T13:41:27.060786+00:00
658,101,330,2026-07-11T13:41:27.060786+00:00,"painful, difficult",2026-07-11T13:41:27.060786+00:00
659,642,316,2026-07-11T13:41:27.060786+00:00,"animal cry, call, chirp",2026-07-11T13:41:27.060786+00:00
660,892,328,2026-07-11T13:41:27.060786+00:00,photograph,2026-07-11T13:41:27.060786+00:00
661,111,79,2026-07-11T13:41:27.060786+00:00,"famous, well-known",2026-07-11T13:41:27.060786+00:00
662,442,346,2026-07-11T13:41:27.060786+00:00,"change, variation, transformation",2026-07-11T13:41:27.060786+00:00
663,247,341,2026-07-11T13:41:27.060786+00:00,"double, twice",2026-07-11T13:41:27.060786+00:00
664,1208,9,2026-07-11T13:41:27.060786+00:00,to write,2026-07-11T13:41:27.060786+00:00
665,343,340,2026-07-11T13:41:27.060786+00:00,"person in charge, official",2026-07-11T13:41:27.060786+00:00
666,942,288,2026-07-11T13:41:27.060786+00:00,bird,2026-07-11T13:41:27.060786+00:00
667,334,337,2026-07-11T13:41:27.060786+00:00,subject (grammar),2026-07-11T13:41:27.060786+00:00
668,86,329,2026-07-11T13:41:27.060786+00:00,beautiful,2026-07-11T13:41:27.060786+00:00
669,74,91,2026-07-11T13:41:27.060786+00:00,"short, brief",2026-07-11T13:41:27.060786+00:00
670,977,299,2026-07-11T13:41:27.060786+00:00,"clear weather, sunny day",2026-07-11T13:41:27.060786+00:00
671,544,318,2026-07-11T13:41:27.060786+00:00,block (in an address),2026-07-11T13:41:27.060786+00:00
672,1107,44,2026-07-11T13:41:27.060786+00:00,"to meet, to see",2026-07-11T13:41:27.060786+00:00
673,1111,293,2026-07-11T13:41:27.060786+00:00,"to understand, to be clear",2026-07-11T13:41:27.060786+00:00
674,778,320,2026-07-11T13:41:27.060786+00:00,"relief, peace of mind",2026-07-11T13:41:27.060786+00:00
675,193,320,2026-07-11T13:41:27.060786+00:00,"cheap, inexpensive",2026-07-11T13:41:27.060786+00:00
676,890,99,2026-07-11T13:41:27.060786+00:00,"meal, dining",2026-07-11T13:41:27.060786+00:00
677,1171,307,2026-07-11T13:41:27.060786+00:00,"to think, to consider",2026-07-11T13:41:27.060786+00:00
678,161,331,2026-07-11T13:41:27.060786+00:00,"light (weight), not serious",2026-07-11T13:41:27.060786+00:00
679,507,313,2026-07-11T13:41:27.060786+00:00,"buying and selling, trade",2026-07-11T13:41:27.060786+00:00
680,129,321,2026-07-11T13:41:27.060786+00:00,cold (weather),2026-07-11T13:41:27.060786+00:00
681,920,283,2026-07-11T13:41:27.060786+00:00,"head, mind",2026-07-11T13:41:27.060786+00:00
682,1101,102,2026-07-11T13:41:27.060786+00:00,"to return, to go home, to come back",2026-07-11T13:41:27.060786+00:00
683,752,5,2026-07-11T13:41:27.060786+00:00,temperature,2026-07-11T13:41:27.060786+00:00
684,374,4,2026-07-11T13:41:27.060786+00:00,"charge, responsibility, being in charge",2026-07-11T13:41:27.060786+00:00
685,255,319,2026-07-11T13:41:27.060786+00:00,"incident, case, event",2026-07-11T13:41:27.060786+00:00
686,605,310,2026-07-11T13:41:27.060786+00:00,language,2026-07-11T13:41:27.060786+00:00
687,432,9,2026-07-11T13:41:27.060786+00:00,calligraphy,2026-07-11T13:41:27.060786+00:00
688,124,318,2026-07-11T13:41:27.060786+00:00,"polite, careful, thorough",2026-07-11T13:41:27.060786+00:00
689,481,303,2026-07-11T13:41:27.060786+00:00,"sidewalk, footpath",2026-07-11T13:41:27.060786+00:00
690,750,285,2026-07-11T13:41:27.060786+00:00,typhoon,2026-07-11T13:41:27.060786+00:00
691,186,2,2026-07-11T13:41:27.060786+00:00,"quotation, citation",2026-07-11T13:41:27.060786+00:00
692,1216,310,2026-07-11T13:41:27.060786+00:00,"to say, to speak",2026-07-11T13:41:27.060786+00:00
693,664,346,2026-07-11T13:41:27.060786+00:00,culture,2026-07-11T13:41:27.060786+00:00
694,913,286,2026-07-11T13:41:27.060786+00:00,neck,2026-07-11T13:41:27.060786+00:00
695,1032,292,2026-07-11T13:41:27.060786+00:00,"to shine, to glitter, to sparkle",2026-07-11T13:41:27.060786+00:00
696,195,320,2026-07-11T13:41:27.060786+00:00,"anxious, uneasy",2026-07-11T13:41:27.060786+00:00
697,162,333,2026-07-11T13:41:27.060786+00:00,"heavy, serious",2026-07-11T13:41:27.060786+00:00
698,702,300,2026-07-11T13:41:27.060786+00:00,next week,2026-07-11T13:41:27.060786+00:00
699,409,326,2026-07-11T13:41:27.060786+00:00,memorization,2026-07-11T13:41:27.060786+00:00
700,116,325,2026-07-11T13:41:27.060786+00:00,hot (weather),2026-07-11T13:41:27.060786+00:00
701,308,302,2026-07-11T13:41:27.060786+00:00,"prohibition, ban",2026-07-11T13:41:27.060786+00:00
702,1004,27,2026-07-11T13:41:27.060786+00:00,telephone,2026-07-11T13:41:27.060786+00:00
703,451,327,2026-07-11T13:41:27.060786+00:00,late at night,2026-07-11T13:41:27.060786+00:00
704,401,9,2026-07-11T13:41:27.060786+00:00,"documents, papers",2026-07-11T13:41:27.060786+00:00
705,1226,291,2026-07-11T13:41:27.060786+00:00,"to make, to create, to produce",2026-07-11T13:41:27.060786+00:00
706,637,336,2026-07-11T13:41:27.060786+00:00,"both parents, parents",2026-07-11T13:41:27.060786+00:00
707,1202,316,2026-07-11T13:41:27.060786+00:00,"to ring, to sound",2026-07-11T13:41:27.060786+00:00
708,986,300,2026-07-11T13:41:27.060786+00:00,next year,2026-07-11T13:41:27.060786+00:00
709,769,288,2026-07-11T13:41:27.060786+00:00,"small bird, little bird",2026-07-11T13:41:27.060786+00:00
710,608,283,2026-07-11T13:41:27.060786+00:00,headache,2026-07-11T13:41:27.060786+00:00
711,1068,2,2026-07-11T13:41:27.060786+00:00,to move (to a new residence),2026-07-11T13:41:27.060786+00:00
712,1180,308,2026-07-11T13:41:27.060786+00:00,"to be audible, to sound",2026-07-11T13:41:27.060786+00:00
713,617,343,2026-07-11T13:41:27.060786+00:00,"tool, instrument",2026-07-11T13:41:27.060786+00:00
714,1166,306,2026-07-11T13:41:27.060786+00:00,"to answer, to reply",2026-07-11T13:41:27.060786+00:00
715,371,4,2026-07-11T13:41:27.060786+00:00,"natural, obvious, of course",2026-07-11T13:41:27.060786+00:00
716,1199,302,2026-07-11T13:41:27.060786+00:00,to stop (transitive),2026-07-11T13:41:27.060786+00:00
717,676,298,2026-07-11T13:41:27.060786+00:00,arithmetic (elementary school math),2026-07-11T13:41:27.060786+00:00
718,707,293,2026-07-11T13:41:27.060786+00:00,half,2026-07-11T13:41:27.060786+00:00
719,567,330,2026-07-11T13:41:27.060786+00:00,"hardship, toil",2026-07-11T13:41:27.060786+00:00
720,323,290,2026-07-11T13:41:27.060786+00:00,fountain pen,2026-07-11T13:41:27.060786+00:00
721,94,332,2026-07-11T13:41:27.060786+00:00,"fast, quick",2026-07-11T13:41:27.060786+00:00
722,336,292,2026-07-11T13:41:27.060786+00:00,"light, ray, gleam",2026-07-11T13:41:27.060786+00:00
723,1186,316,2026-07-11T13:41:27.060786+00:00,"to chirp, to cry, to bark (animals)",2026-07-11T13:41:27.060786+00:00
724,1161,309,2026-07-11T13:41:27.060786+00:00,to go,2026-07-11T13:41:27.060786+00:00
725,800,342,2026-07-11T13:41:27.060786+00:00,"the whole country, nationwide",2026-07-11T13:41:27.060786+00:00
726,733,5,2026-07-11T13:41:27.060786+00:00,hot spring,2026-07-11T13:41:27.060786+00:00
727,887,319,2026-07-11T13:41:27.060786+00:00,"work, job",2026-07-11T13:41:27.060786+00:00
728,881,317,2026-07-11T13:41:27.060786+00:00,music,2026-07-11T13:41:27.060786+00:00
729,428,339,2026-07-11T13:41:27.060786+00:00,"modern times, contemporary",2026-07-11T13:41:27.060786+00:00
730,1159,299,2026-07-11T13:41:27.060786+00:00,to clear up (weather),2026-07-11T13:41:27.060786+00:00
731,628,85,2026-07-11T13:41:27.060786+00:00,preparation for class,2026-07-11T13:41:27.060786+00:00
732,497,289,2026-07-11T13:41:27.060786+00:00,wheat,2026-07-11T13:41:27.060786+00:00
733,925,99,2026-07-11T13:41:27.060786+00:00,food,2026-07-11T13:41:27.060786+00:00
734,1092,317,2026-07-11T13:41:27.060786+00:00,to enjoy,2026-07-11T13:41:27.060786+00:00
735,488,339,2026-07-11T13:41:27.060786+00:00,"era, age, period",2026-07-11T13:41:27.060786+00:00
736,908,99,2026-07-11T13:41:27.060786+00:00,"cafeteria, dining room",2026-07-11T13:41:27.060786+00:00
737,975,311,2026-07-11T13:41:27.060786+00:00,"story, talk, conversation",2026-07-11T13:41:27.060786+00:00
738,321,335,2026-07-11T13:41:27.060786+00:00,century,2026-07-11T13:41:27.060786+00:00
739,884,69,2026-07-11T13:41:27.060786+00:00,goldfish,2026-07-11T13:41:27.060786+00:00
740,1013,27,2026-07-11T13:41:27.060786+00:00,"electricity, electric light",2026-07-11T13:41:27.060786+00:00
741,1089,302,2026-07-11T13:41:27.060786+00:00,to stop (intransitive),2026-07-11T13:41:27.060786+00:00
742,1138,99,2026-07-11T13:41:27.060786+00:00,to eat,2026-07-11T13:41:27.060786+00:00
743,503,5,2026-07-11T13:41:27.060786+00:00,air temperature,2026-07-11T13:41:27.060786+00:00
744,295,342,2026-07-11T13:41:27.060786+00:00,"all members, everyone",2026-07-11T13:41:27.060786+00:00
745,435,91,2026-07-11T13:41:27.060786+00:00,"shortcoming, weak point",2026-07-11T13:41:27.060786+00:00
746,246,283,2026-07-11T13:41:27.060786+00:00,"front, lead, top",2026-07-11T13:41:27.060786+00:00
747,449,79,2026-07-11T13:41:27.060786+00:00,"validity, effectiveness",2026-07-11T13:41:27.060786+00:00
748,834,44,2026-07-11T13:41:27.060786+00:00,"company, firm",2026-07-11T13:41:27.060786+00:00
749,1064,27,2026-07-11T13:41:27.060786+00:00,"train, electric train",2026-07-11T13:41:27.060786+00:00
750,654,333,2026-07-11T13:41:27.060786+00:00,"important, crucial",2026-07-11T13:41:27.060786+00:00
751,530,287,2026-07-11T13:41:27.060786+00:00,horse racing,2026-07-11T13:41:27.060786+00:00
752,1213,312,2026-07-11T13:41:27.060786+00:00,to read,2026-07-11T13:41:27.060786+00:00
753,840,345,2026-07-11T13:41:27.060786+00:00,"study, learning",2026-07-11T13:41:27.060786+00:00
754,597,314,2026-07-11T13:41:27.060786+00:00,race,2026-07-11T13:41:27.060786+00:00
755,187,334,2026-07-11T13:41:27.060786+00:00,"interesting, funny",2026-07-11T13:41:27.060786+00:00
756,1004,311,2026-07-11T13:41:27.060786+00:00,"telephone, phone call",2026-07-11T13:41:27.060786+00:00
757,492,300,2026-07-11T13:41:27.060786+00:00,future,2026-07-11T13:41:27.060786+00:00
758,895,284,2026-07-11T13:41:27.060786+00:00,face,2026-07-11T13:41:27.060786+00:00
759,753,85,2026-07-11T13:41:27.060786+00:00,weather forecast,2026-07-11T13:41:27.060786+00:00
760,1152,2,2026-07-11T13:41:27.060786+00:00,"to pull, to draw, to lead",2026-07-11T13:41:27.060786+00:00
761,1163,294,2026-07-11T13:41:27.060786+00:00,"to fit, to match, to suit",2026-07-11T13:41:27.060786+00:00
762,564,344,2026-07-11T13:41:27.060786+00:00,"line, queue, procession",2026-07-11T13:41:27.060786+00:00
763,865,319,2026-07-11T13:41:27.060786+00:00,"reply, answer",2026-07-11T13:41:27.060786+00:00
764,248,344,2026-07-11T13:41:27.060786+00:00,"row, line, queue",2026-07-11T13:41:27.060786+00:00
765,1146,76,2026-07-11T13:41:27.060786+00:00,to sell,2026-07-11T13:41:27.060786+00:00
766,311,335,2026-07-11T13:41:27.060786+00:00,"care, looking after",2026-07-11T13:41:27.060786+00:00
767,121,304,2026-07-11T13:41:27.060786+00:00,"honest, honesty",2026-07-11T13:41:27.060786+00:00
768,595,284,2026-07-11T13:41:27.060786+00:00,"complexion, facial expression",2026-07-11T13:41:27.060786+00:00
769,90,322,2026-07-11T13:41:27.060786+00:00,"happiness, happy",2026-07-11T13:41:27.060786+00:00
770,864,52,2026-07-11T13:41:27.060786+00:00,postage stamp,2026-07-11T13:41:27.060786+00:00
771,327,307,2026-07-11T13:41:27.060786+00:00,"reference, consultation",2026-07-11T13:41:27.060786+00:00
772,448,304,2026-07-11T13:41:27.060786+00:00,"direct, directly",2026-07-11T13:41:27.060786+00:00
773,220,326,2026-07-11T13:41:27.060786+00:00,"dark, gloomy",2026-07-11T13:41:27.060786+00:00
774,745,309,2026-07-11T13:41:27.060786+00:00,"travel, trip",2026-07-11T13:41:27.060786+00:00
775,245,339,2026-07-11T13:41:27.060786+00:00,"substitute, replacement",2026-07-11T13:41:27.060786+00:00
776,568,288,2026-07-11T13:41:27.060786+00:00,wild bird,2026-07-11T13:41:27.060786+00:00
777,533,92,2026-07-11T13:41:27.060786+00:00,"way, method, manner",2026-07-11T13:41:27.060786+00:00
778,154,317,2026-07-11T13:41:27.060786+00:00,"fun, enjoyable, pleasant",2026-07-11T13:41:27.060786+00:00
779,426,102,2026-07-11T13:41:27.060786+00:00,returning home,2026-07-11T13:41:27.060786+00:00
780,1206,52,2026-07-11T13:41:27.060786+00:00,"to cut, to slice",2026-07-11T13:41:27.060786+00:00
781,529,291,2026-07-11T13:41:27.060786+00:00,"work of art, creation, piece",2026-07-11T13:41:27.060786+00:00
782,1126,315,2026-07-11T13:41:27.060786+00:00,"to pass, to go through",2026-07-11T13:41:27.060786+00:00
783,1115,313,2026-07-11T13:41:27.060786+00:00,"to buy, to purchase",2026-07-11T13:41:27.060786+00:00
784,1139,304,2026-07-11T13:41:27.060786+00:00,"to fix, to repair",2026-07-11T13:41:27.060786+00:00
785,643,335,2026-07-11T13:41:27.060786+00:00,world,2026-07-11T13:41:27.060786+00:00
786,655,334,2026-07-11T13:41:27.060786+00:00,interview,2026-07-11T13:41:27.060786+00:00
787,793,298,2026-07-11T13:41:27.060786+00:00,"mathematics, math",2026-07-11T13:41:27.060786+00:00
788,984,293,2026-07-11T13:41:27.060786+00:00,"mood, feeling",2026-07-11T13:41:27.060786+00:00
789,1140,314,2026-07-11T13:41:27.060786+00:00,to run,2026-07-11T13:41:27.060786+00:00
790,349,291,2026-07-11T13:41:27.060786+00:00,"writer, author, artist",2026-07-11T13:41:27.060786+00:00
791,715,76,2026-07-11T13:41:27.060786+00:00,"sales floor, counter",2026-07-11T13:41:27.060786+00:00
792,801,342,2026-07-11T13:41:27.060786+00:00,"all, everything, the whole",2026-07-11T13:41:27.060786+00:00
793,802,44,2026-07-11T13:41:27.060786+00:00,society,2026-07-11T13:41:27.060786+00:00
794,1046,4,2026-07-11T13:41:27.060786+00:00,"to hit, to strike, to be correct",2026-07-11T13:41:27.060786+00:00
795,893,320,2026-07-11T13:41:27.060786+00:00,"safety, security",2026-07-11T13:41:27.060786+00:00
796,837,289,2026-07-11T13:41:27.060786+00:00,barley tea,2026-07-11T13:41:27.060786+00:00
797,887,92,2026-07-11T13:41:27.060786+00:00,"work, job",2026-07-11T13:41:27.060786+00:00
798,580,334,2026-07-11T13:41:27.060786+00:00,"surface, exterior",2026-07-11T13:41:27.060786+00:00
799,575,85,2026-07-11T13:41:27.060786+00:00,"plan, schedule",2026-07-11T13:41:27.060786+00:00
800,518,294,2026-07-11T13:41:27.060786+00:00,"circumstances, convenience",2026-07-11T13:41:27.060786+00:00
801,196,328,2026-07-11T13:41:27.060786+00:00,"serious, earnest",2026-07-11T13:41:27.060786+00:00
802,680,303,2026-07-11T13:41:27.060786+00:00,"walk, stroll",2026-07-11T13:41:27.060786+00:00
803,362,322,2026-07-11T13:41:27.060786+00:00,"misfortune, unhappiness",2026-07-11T13:41:27.060786+00:00
804,231,295,2026-07-11T13:41:27.060786+00:00,"answer, reply",2026-07-11T13:41:27.060786+00:00
805,164,324,2026-07-11T13:41:27.060786+00:00,"sad, sorrowful",2026-07-11T13:41:27.060786+00:00
806,634,285,2026-07-11T13:41:27.060786+00:00,"scenery, landscape",2026-07-11T13:41:27.060786+00:00
807,590,332,2026-07-11T13:41:27.060786+00:00,"speed, velocity",2026-07-11T13:41:27.060786+00:00
808,827,312,2026-07-11T13:41:27.060786+00:00,reading (books as a hobby),2026-07-11T13:41:27.060786+00:00
809,479,305,2026-07-11T13:41:27.060786+00:00,acquaintance,2026-07-11T13:41:27.060786+00:00
810,258,339,2026-07-11T13:41:27.060786+00:00,"representative, representation",2026-07-11T13:41:27.060786+00:00
811,671,52,2026-07-11T13:41:27.060786+00:00,ticket,2026-07-11T13:41:27.060786+00:00
812,277,346,2026-07-11T13:41:27.060786+00:00,chemistry,2026-07-11T13:41:27.060786+00:00
813,1201,297,2026-07-11T13:41:27.060786+00:00,"to teach, to tell, to inform",2026-07-11T13:41:27.060786+00:00
814,990,297,2026-07-11T13:41:27.060786+00:00,classroom,2026-07-11T13:41:27.060786+00:00
815,1066,313,2026-07-11T13:41:27.060786+00:00,shopping,2026-07-11T13:41:27.060786+00:00
816,556,289,2026-07-11T13:41:27.060786+00:00,"wheat, barley, grain",2026-07-11T13:41:27.060786+00:00
817,183,330,2026-07-11T13:41:27.060786+00:00,"poor at, not good at",2026-07-11T13:41:27.060786+00:00
818,867,285,2026-07-11T13:41:27.060786+00:00,"wind, cold (illness)",2026-07-11T13:41:27.060786+00:00
819,932,309,2026-07-11T13:41:27.060786+00:00,bank,2026-07-11T13:41:27.060786+00:00
820,894,287,2026-07-11T13:41:27.060786+00:00,horse,2026-07-11T13:41:27.060786+00:00
821,1130,311,2026-07-11T13:41:27.060786+00:00,"to speak, to talk",2026-07-11T13:41:27.060786+00:00
822,621,329,2026-07-11T13:41:27.060786+00:00,"art, fine arts",2026-07-11T13:41:27.060786+00:00
823,155,327,2026-07-11T13:41:27.060786+00:00,"deep, profound",2026-07-11T13:41:27.060786+00:00
824,138,319,2026-07-11T13:41:27.060786+00:00,"important, precious",2026-07-11T13:41:27.060786+00:00
825,199,5,2026-07-11T13:41:27.060786+00:00,"warm, warm-hearted",2026-07-11T13:41:27.060786+00:00
826,629,286,2026-07-11T13:41:27.060786+00:00,prime minister,2026-07-11T13:41:27.060786+00:00
827,312,344,2026-07-11T13:41:27.060786+00:00,train,2026-07-11T13:41:27.060786+00:00
828,434,322,2026-07-11T13:41:27.060786+00:00,good luck,2026-07-11T13:41:27.060786+00:00
829,798,307,2026-07-11T13:41:27.060786+00:00,"idea, thought, thinking",2026-07-11T13:41:27.060786+00:00
830,681,306,2026-07-11T13:41:27.060786+00:00,"answer, solution",2026-07-11T13:41:27.060786+00:00
831,252,338,2026-07-11T13:41:27.060786+00:00,"other person, stranger",2026-07-11T13:41:27.060786+00:00
832,1189,295,2026-07-11T13:41:27.060786+00:00,"to turn, to go around, to rotate",2026-07-11T13:41:27.060786+00:00
833,522,315,2026-07-11T13:41:27.060786+00:00,"traffic, transportation",2026-07-11T13:41:27.060786+00:00
834,423,343,2026-07-11T13:41:27.060786+00:00,furniture,2026-07-11T13:41:27.060786+00:00
835,610,337,2026-07-11T13:41:27.060786+00:00,"husband, master, owner",2026-07-11T13:41:27.060786+00:00
836,592,292,2026-07-11T13:41:27.060786+00:00,"sightseeing, tourism",2026-07-11T13:41:27.060786+00:00
837,422,297,2026-07-11T13:41:27.060786+00:00,education,2026-07-11T13:41:27.060786+00:00
838,1218,296,2026-07-11T13:41:27.060786+00:00,"to think, to feel, to consider",2026-07-11T13:41:27.060786+00:00
839,463,305,2026-07-11T13:41:27.060786+00:00,knowledge,2026-07-11T13:41:27.060786+00:00
840,797,296,2026-07-11T13:41:27.060786+00:00,"memory, recollection, reminiscence",2026-07-11T13:41:27.060786+00:00
841,286,44,2026-07-11T13:41:27.060786+00:00,"meeting, conference",2026-07-11T13:41:27.060786+00:00
842,211,52,2026-07-11T13:41:27.060786+00:00,"important, precious, valued",2026-07-11T13:41:27.060786+00:00
843,282,367,2026-07-11T13:42:19.812773+00:00,Kyushu (southernmost main island of Japan),2026-07-11T13:42:19.812773+00:00
844,421,423,2026-07-11T13:42:19.812773+00:00,imagination,2026-07-11T13:42:19.812773+00:00
845,649,415,2026-07-11T13:42:19.812773+00:00,writing brush,2026-07-11T13:42:19.812773+00:00
846,684,493,2026-07-11T13:42:19.812773+00:00,second (time unit),2026-07-11T13:42:19.812773+00:00
847,693,106,2026-07-11T13:42:19.812773+00:00,after school,2026-07-11T13:42:19.812773+00:00
848,509,427,2026-07-11T13:42:19.812773+00:00,"other party, partner",2026-07-11T13:42:19.812773+00:00
849,583,390,2026-07-11T13:42:19.812773+00:00,fairy tale,2026-07-11T13:42:19.812773+00:00
850,760,351,2026-07-11T13:42:19.812773+00:00,you (familiar),2026-07-11T13:42:19.812773+00:00
851,739,453,2026-07-11T13:42:19.812773+00:00,"harbor, port",2026-07-11T13:42:19.812773+00:00
852,849,419,2026-07-11T13:42:19.812773+00:00,family,2026-07-11T13:42:19.812773+00:00
853,322,409,2026-07-11T13:42:19.812773+00:00,"industry, field",2026-07-11T13:42:19.812773+00:00
854,686,416,2026-07-11T13:42:19.812773+00:00,kitchen,2026-07-11T13:42:19.812773+00:00
855,943,491,2026-07-11T13:42:19.812773+00:00,blood,2026-07-11T13:42:19.812773+00:00
856,403,476,2026-07-11T13:42:19.812773+00:00,Pacific Ocean,2026-07-11T13:42:19.812773+00:00
857,820,36,2026-07-11T13:42:19.812773+00:00,library,2026-07-11T13:42:19.812773+00:00
858,464,474,2026-07-11T13:42:19.812773+00:00,discovery,2026-07-11T13:42:19.812773+00:00
859,431,22,2026-07-11T13:42:19.812773+00:00,"period, duration",2026-07-11T13:42:19.812773+00:00
860,754,463,2026-07-11T13:42:19.812773+00:00,"side, beside, width, horizontal",2026-07-11T13:42:19.812773+00:00
861,721,398,2026-07-11T13:42:19.812773+00:00,dentist,2026-07-11T13:42:19.812773+00:00
862,636,352,2026-07-11T13:42:19.812773+00:00,"fate, destiny",2026-07-11T13:42:19.812773+00:00
863,439,106,2026-07-11T13:42:19.812773+00:00,broadcast,2026-07-11T13:42:19.812773+00:00
864,698,462,2026-07-11T13:42:19.812773+00:00,"field, farm",2026-07-11T13:42:19.812773+00:00
865,563,416,2026-07-11T13:42:19.812773+00:00,research institute,2026-07-11T13:42:19.812773+00:00
866,752,412,2026-07-11T13:42:19.812773+00:00,temperature,2026-07-11T13:42:19.812773+00:00
867,332,354,2026-07-11T13:42:19.812773+00:00,"store, shop",2026-07-11T13:42:19.812773+00:00
868,396,436,2026-07-11T13:42:19.812773+00:00,"happiness, bliss",2026-07-11T13:42:19.812773+00:00
869,799,382,2026-07-11T13:42:19.812773+00:00,roof,2026-07-11T13:42:19.812773+00:00
870,415,409,2026-07-11T13:42:19.812773+00:00,industry,2026-07-11T13:42:19.812773+00:00
871,225,349,2026-07-11T13:42:19.812773+00:00,"reflection, self-examination",2026-07-11T13:42:19.812773+00:00
872,856,465,2026-07-11T13:42:19.812773+00:00,"word, language",2026-07-11T13:42:19.812773+00:00
873,399,428,2026-07-11T13:42:19.812773+00:00,"circumstances, as soon as",2026-07-11T13:42:19.812773+00:00
874,712,454,2026-07-11T13:42:19.812773+00:00,Western-style clothes,2026-07-11T13:42:19.812773+00:00
875,239,416,2026-07-11T13:42:19.812773+00:00,office,2026-07-11T13:42:19.812773+00:00
876,296,348,2026-07-11T13:42:19.812773+00:00,"clinic, medical office",2026-07-11T13:42:19.812773+00:00
877,264,442,2026-07-11T13:42:19.812773+00:00,school entrance ceremony,2026-07-11T13:42:19.812773+00:00
878,444,369,2026-07-11T13:42:19.812773+00:00,"carbonation, fizzy",2026-07-11T13:42:19.812773+00:00
879,501,459,2026-07-11T13:42:19.812773+00:00,Showa era (1926-1989),2026-07-11T13:42:19.812773+00:00
880,582,412,2026-07-11T13:42:19.812773+00:00,"degree, extent",2026-07-11T13:42:19.812773+00:00
881,709,405,2026-07-11T13:42:19.812773+00:00,"practice, training",2026-07-11T13:42:19.812773+00:00
882,1037,364,2026-07-11T13:42:19.812773+00:00,room,2026-07-11T13:42:19.812773+00:00
883,322,418,2026-07-11T13:42:19.812773+00:00,"industry, business world",2026-07-11T13:42:19.812773+00:00
884,949,13,2026-07-11T13:42:19.812773+00:00,animal,2026-07-11T13:42:19.812773+00:00
885,328,347,2026-07-11T13:42:19.812773+00:00,"area, district, zone",2026-07-11T13:42:19.812773+00:00
886,531,11,2026-07-11T13:42:19.812773+00:00,company employee,2026-07-11T13:42:19.812773+00:00
887,736,469,2026-07-11T13:42:19.812773+00:00,son,2026-07-11T13:42:19.812773+00:00
888,755,360,2026-07-11T13:42:19.812773+00:00,"guest, customer, visitor",2026-07-11T13:42:19.812773+00:00
889,733,455,2026-07-11T13:42:19.812773+00:00,hot spring,2026-07-11T13:42:19.812773+00:00
890,767,496,2026-07-11T13:42:19.812773+00:00,school class,2026-07-11T13:42:19.812773+00:00
891,832,385,2026-07-11T13:42:19.812773+00:00,blackboard,2026-07-11T13:42:19.812773+00:00
